sample,cropped_percentage,rmse_org,rel_org,rmse_cropped,rel_cropped
bedroom/rgb_01154.jpg bedroom/sync_depth_01154.png 518.8579,75,0.3407574,0.17900795,0.8738087,0.39959452
bedroom/rgb_01155.jpg bedroom/sync_depth_01155.png 518.8579,75,0.32154247,0.15199257,1.1823488,0.45671427
bedroom/rgb_01156.jpg bedroom/sync_depth_01156.png 518.8579,75,0.35260308,0.13864294,0.5239694,0.20243338
bedroom/rgb_01157.jpg bedroom/sync_depth_01157.png 518.8579,75,0.19485506,0.11347948,0.53454435,0.30413353
bedroom/rgb_01161.jpg bedroom/sync_depth_01161.png 518.8579,75,0.123396866,0.04864694,1.4181032,0.5022696
bedroom/rgb_01162.jpg bedroom/sync_depth_01162.png 518.8579,75,0.20282352,0.09166869,0.69082904,0.32942024
bedroom/rgb_01163.jpg bedroom/sync_depth_01163.png 518.8579,75,0.21379052,0.12332849,0.75747764,0.3486589
bedroom/rgb_01164.jpg bedroom/sync_depth_01164.png 518.8579,75,0.6418376,0.16069166,2.7404573,0.6703596
bedroom/rgb_01165.jpg bedroom/sync_depth_01165.png 518.8579,75,0.37053886,0.104380384,1.4647762,0.46540907
bedroom/rgb_01166.jpg bedroom/sync_depth_01166.png 518.8579,75,0.41661182,0.15867817,0.80249625,0.30456215
bedroom/rgb_01169.jpg bedroom/sync_depth_01169.png 518.8579,75,0.5971138,0.1885922,2.19931,0.61017084
bedroom/rgb_01170.jpg bedroom/sync_depth_01170.png 518.8579,75,0.17341588,0.054824874,1.7276418,0.54166305
bedroom/rgb_01173.jpg bedroom/sync_depth_01173.png 518.8579,75,0.13811207,0.05835339,0.7572496,0.30705795
bedroom/rgb_01174.jpg bedroom/sync_depth_01174.png 518.8579,75,0.26950565,0.11618261,1.02477,0.3725557
bedroom/rgb_01175.jpg bedroom/sync_depth_01175.png 518.8579,75,0.43442988,0.2095997,0.5323528,0.22937916
bedroom/rgb_01178.jpg bedroom/sync_depth_01178.png 518.8579,75,0.22247882,0.10398167,1.0358331,0.33448645
bedroom/rgb_01179.jpg bedroom/sync_depth_01179.png 518.8579,75,0.341978,0.15377206,1.0110122,0.41826278
bedroom/rgb_01180.jpg bedroom/sync_depth_01180.png 518.8579,75,0.17434475,0.034608252,0.4118064,0.14956681
bedroom/rgb_01181.jpg bedroom/sync_depth_01181.png 518.8579,75,0.40973788,0.0937304,1.7442205,0.4351758
bedroom/rgb_01182.jpg bedroom/sync_depth_01182.png 518.8579,75,0.16756932,0.059741877,1.4612843,0.47304
bedroom/rgb_01183.jpg bedroom/sync_depth_01183.png 518.8579,75,0.07567649,0.020657716,1.503517,0.48764792
bedroom/rgb_01191.jpg bedroom/sync_depth_01191.png 518.8579,75,0.11421944,0.02961557,1.777979,0.5102889
bedroom/rgb_01192.jpg bedroom/sync_depth_01192.png 518.8579,75,0.17112423,0.050819136,2.7005796,0.6294663
bedroom/rgb_01193.jpg bedroom/sync_depth_01193.png 518.8579,75,0.49067855,0.13656019,2.0187306,0.5860705
bedroom/rgb_01194.jpg bedroom/sync_depth_01194.png 518.8579,75,0.18524337,0.07291033,0.77687943,0.30857676
bedroom/rgb_01195.jpg bedroom/sync_depth_01195.png 518.8579,75,0.22497144,0.10189505,0.9365186,0.38109142
bookstore/rgb_00083.jpg bookstore/sync_depth_00083.png 518.8579,75,0.61855185,0.124583945,4.371358,0.6524252
bookstore/rgb_00084.jpg bookstore/sync_depth_00084.png 518.8579,75,0.30232945,0.09497676,1.8573556,0.5183904
bookstore/rgb_00085.jpg bookstore/sync_depth_00085.png 518.8579,75,0.36370593,0.06881605,3.1461701,0.5811324
bookstore/rgb_00086.jpg bookstore/sync_depth_00086.png 518.8579,75,0.38488698,0.10425175,3.206205,0.6066198
bookstore/rgb_00087.jpg bookstore/sync_depth_00087.png 518.8579,75,0.9160865,0.37742496,0.91044915,0.15955521
bookstore/rgb_00088.jpg bookstore/sync_depth_00088.png 518.8579,75,0.86003536,0.25529706,1.8998599,0.5911664
bookstore/rgb_00089.jpg bookstore/sync_depth_00089.png 518.8579,75,0.5335057,0.13172682,2.0470114,0.5285302
bookstore/rgb_00090.jpg bookstore/sync_depth_00090.png 518.8579,75,0.6764036,0.14004256,1.863079,0.4576859
bookstore/rgb_00116.jpg bookstore/sync_depth_00116.png 518.8579,75,0.63632846,0.0963013,4.1590605,0.6211418
bookstore/rgb_00117.jpg bookstore/sync_depth_00117.png 518.8579,75,0.7349149,0.1367918,2.7059968,0.52372706
bookstore/rgb_00118.jpg bookstore/sync_depth_00118.png 518.8579,75,0.91507024,0.17100765,4.2795677,0.62585545
classroom/rgb_00283.jpg classroom/sync_depth_00283.png 518.8579,75,0.7753221,0.20435415,2.8216245,0.57035506
classroom/rgb_00284.jpg classroom/sync_depth_00284.png 518.8579,75,0.4473261,0.13088265,2.5249634,0.61749876
classroom/rgb_00295.jpg classroom/sync_depth_00295.png 518.8579,75,0.640327,0.14165778,2.1959858,0.46745208
classroom/rgb_00296.jpg classroom/sync_depth_00296.png 518.8579,75,0.33843526,0.0918115,1.4211082,0.3859175
classroom/rgb_00297.jpg classroom/sync_depth_00297.png 518.8579,75,0.5396509,0.12806834,2.00501,0.52086014
classroom/rgb_00298.jpg classroom/sync_depth_00298.png 518.8579,75,0.7141262,0.15843597,2.825635,0.5817383
classroom/rgb_00299.jpg classroom/sync_depth_00299.png 518.8579,75,0.8767938,0.20832987,2.4437141,0.55194324
classroom/rgb_00300.jpg classroom/sync_depth_00300.png 518.8579,75,0.6492327,0.15201136,4.1924314,0.6242051
classroom/rgb_00301.jpg classroom/sync_depth_00301.png 518.8579,75,0.6369503,0.16596745,3.5226488,0.6956894
classroom/rgb_00309.jpg classroom/sync_depth_00309.png 518.8579,75,0.6150171,0.15742871,2.7841432,0.5092631
classroom/rgb_00310.jpg classroom/sync_depth_00310.png 518.8579,75,0.60259134,0.11414053,2.363485,0.5150877
classroom/rgb_00311.jpg classroom/sync_depth_00311.png 518.8579,75,0.34147596,0.08736149,2.5523725,0.5637915
classroom/rgb_00314.jpg classroom/sync_depth_00314.png 518.8579,75,0.19701445,0.05283214,1.7700282,0.42984906
classroom/rgb_00315.jpg classroom/sync_depth_00315.png 518.8579,75,0.31885985,0.08066254,2.474496,0.4490839
classroom/rgb_00316.jpg classroom/sync_depth_00316.png 518.8579,75,0.19367951,0.03521118,2.6887882,0.48356795
classroom/rgb_00324.jpg classroom/sync_depth_00324.png 518.8579,75,0.36473423,0.12749164,1.0393734,0.3052592
classroom/rgb_00325.jpg classroom/sync_depth_00325.png 518.8579,75,0.25454187,0.07703071,1.7852004,0.56272644
classroom/rgb_00326.jpg classroom/sync_depth_00326.png 518.8579,75,0.39868686,0.09877579,1.2994518,0.35250035
classroom/rgb_00327.jpg classroom/sync_depth_00327.png 518.8579,75,0.29372,0.056720667,1.4696189,0.513429
classroom/rgb_00328.jpg classroom/sync_depth_00328.png 518.8579,75,0.46499196,0.16200367,0.4745918,0.22969986
classroom/rgb_00329.jpg classroom/sync_depth_00329.png 518.8579,75,0.4821929,0.1518832,0.98800415,0.33960035
classroom/rgb_00330.jpg classroom/sync_depth_00330.png 518.8579,75,0.55045944,0.120221585,3.7799115,0.5495394
classroom/rgb_00331.jpg classroom/sync_depth_00331.png 518.8579,75,0.35506073,0.08823161,2.5743616,0.5277499
computer_lab/rgb_00332.jpg computer_lab/sync_depth_00332.png 518.8579,75,0.60829717,0.10029823,1.6641954,0.4456052
computer_lab/rgb_00333.jpg computer_lab/sync_depth_00333.png 518.8579,75,0.48082632,0.07221847,3.1890898,0.55024827
computer_lab/rgb_00334.jpg computer_lab/sync_depth_00334.png 518.8579,75,0.7702273,0.13540347,2.9795017,0.56323683
dining_room/rgb_00548.jpg dining_room/sync_depth_00548.png 518.8579,75,0.46350962,0.09414701,1.4478915,0.48870948
dining_room/rgb_00549.jpg dining_room/sync_depth_00549.png 518.8579,75,0.27715498,0.076454625,0.8821425,0.35131204
dining_room/rgb_00550.jpg dining_room/sync_depth_00550.png 518.8579,75,0.23730671,0.067663305,0.79277945,0.3732646
dining_room/rgb_01346.jpg dining_room/sync_depth_01346.png 518.8579,75,0.40177158,0.16773099,0.6928852,0.2646056
dining_room/rgb_01347.jpg dining_room/sync_depth_01347.png 518.8579,75,0.32816097,0.119816415,0.9241917,0.32617703
dining_room/rgb_01348.jpg dining_room/sync_depth_01348.png 518.8579,75,0.49179435,0.15438925,1.0701516,0.36354756
dining_room/rgb_01352.jpg dining_room/sync_depth_01352.png 518.8579,75,0.9419654,0.4560216,1.2858491,0.2130614
dining_room/rgb_01353.jpg dining_room/sync_depth_01353.png 518.8579,75,0.51993525,0.20989865,1.1692069,0.39294544
dining_room/rgb_01354.jpg dining_room/sync_depth_01354.png 518.8579,75,0.5685141,0.18084767,1.2618718,0.32214856
dining_room/rgb_01355.jpg dining_room/sync_depth_01355.png 518.8579,75,0.6248053,0.20107801,2.0621886,0.53601944
dining_room/rgb_01363.jpg dining_room/sync_depth_01363.png 518.8579,75,1.125541,0.24216652,3.7288988,0.618894
dining_room/rgb_01364.jpg dining_room/sync_depth_01364.png 518.8579,75,0.66777086,0.19423926,2.043597,0.60290647
dining_room/rgb_01367.jpg dining_room/sync_depth_01367.png 518.8579,75,0.93306446,0.21691275,1.9177268,0.40377006
dining_room/rgb_01368.jpg dining_room/sync_depth_01368.png 518.8579,75,1.072846,0.26414257,2.8513975,0.5983002
dining_room/rgb_01383.jpg dining_room/sync_depth_01383.png 518.8579,75,0.97875524,0.26859102,1.1261607,0.37464353
dining_room/rgb_01384.jpg dining_room/sync_depth_01384.png 518.8579,75,0.50354356,0.16101713,0.981109,0.40346757
dining_room/rgb_01385.jpg dining_room/sync_depth_01385.png 518.8579,75,0.41886005,0.1102148,1.5628786,0.44234774
dining_room/rgb_01387.jpg dining_room/sync_depth_01387.png 518.8579,75,0.67118293,0.20180607,1.4142655,0.468721
dining_room/rgb_01388.jpg dining_room/sync_depth_01388.png 518.8579,75,0.44017997,0.13294545,1.6001287,0.50506
dining_room/rgb_01389.jpg dining_room/sync_depth_01389.png 518.8579,75,0.88340473,0.18262985,5.6793427,0.66539574
dining_room/rgb_01390.jpg dining_room/sync_depth_01390.png 518.8579,75,0.5500759,0.17358418,1.7934875,0.55103683
dining_room/rgb_01393.jpg dining_room/sync_depth_01393.png 518.8579,75,0.4893907,0.1301644,2.4985223,0.5163777
dining_room/rgb_01394.jpg dining_room/sync_depth_01394.png 518.8579,75,0.31794438,0.08906039,1.8174868,0.27579632
dining_room/rgb_01395.jpg dining_room/sync_depth_01395.png 518.8579,75,0.5347193,0.19772999,3.2958224,0.4775945
dining_room/rgb_01396.jpg dining_room/sync_depth_01396.png 518.8579,75,0.5850023,0.13332316,4.1772075,0.67349046
dining_room/rgb_01397.jpg dining_room/sync_depth_01397.png 518.8579,75,0.4596798,0.18075433,1.7600844,0.5030532
dining_room/rgb_01398.jpg dining_room/sync_depth_01398.png 518.8579,75,0.46157834,0.15798861,1.6227096,0.5240076
dining_room/rgb_01399.jpg dining_room/sync_depth_01399.png 518.8579,75,0.20958483,0.04505141,1.5273046,0.49848527
dining_room/rgb_01400.jpg dining_room/sync_depth_01400.png 518.8579,75,0.30078948,0.059039168,0.9071173,0.37401465
dining_room/rgb_01406.jpg dining_room/sync_depth_01406.png 518.8579,75,0.38152102,0.08840784,1.5864853,0.5128514
dining_room/rgb_01407.jpg dining_room/sync_depth_01407.png 518.8579,75,0.29625657,0.07954413,0.85925716,0.3972569
dining_room/rgb_01408.jpg dining_room/sync_depth_01408.png 518.8579,75,0.43691057,0.08535909,1.2779543,0.45535496
dining_room/rgb_01409.jpg dining_room/sync_depth_01409.png 518.8579,75,0.34725264,0.054598395,1.5371176,0.38377154
dining_room/rgb_01410.jpg dining_room/sync_depth_01410.png 518.8579,75,0.45858204,0.23010452,0.35000014,0.19074216
dining_room/rgb_01386.jpg dining_room/sync_depth_01386.png 518.8579,75,1.2233312,0.32972747,2.4365444,0.47098476
dining_room/rgb_01411.jpg dining_room/sync_depth_01411.png 518.8579,75,0.8657666,0.21747026,3.2635956,0.6577326
dining_room/rgb_01412.jpg dining_room/sync_depth_01412.png 518.8579,75,0.40983304,0.1618092,1.6301775,0.5745251
dining_room/rgb_01413.jpg dining_room/sync_depth_01413.png 518.8579,75,0.39870885,0.16959676,1.0913197,0.4365682
dining_room/rgb_01420.jpg dining_room/sync_depth_01420.png 518.8579,75,0.8557918,0.23706786,1.4160694,0.4104193
dining_room/rgb_01421.jpg dining_room/sync_depth_01421.png 518.8579,75,0.32162806,0.16233449,0.30789343,0.16134992
dining_room/rgb_01422.jpg dining_room/sync_depth_01422.png 518.8579,75,0.51266754,0.22478278,1.2121387,0.39138615
dining_room/rgb_01423.jpg dining_room/sync_depth_01423.png 518.8579,75,0.29159614,0.085247345,0.60595953,0.2317705
dining_room/rgb_01429.jpg dining_room/sync_depth_01429.png 518.8579,75,0.34148926,0.11867798,1.3192126,0.48049238
dining_room/rgb_01430.jpg dining_room/sync_depth_01430.png 518.8579,75,0.40418547,0.16889548,0.9377241,0.31590652
dining_room/rgb_01431.jpg dining_room/sync_depth_01431.png 518.8579,75,0.5374556,0.18137816,1.8637781,0.4358959
dining_room/rgb_01432.jpg dining_room/sync_depth_01432.png 518.8579,75,0.48946014,0.107360035,2.8481393,0.5541837
dining_room/rgb_01440.jpg dining_room/sync_depth_01440.png 518.8579,75,0.44733146,0.14898391,1.5664284,0.42651606
dining_room/rgb_01441.jpg dining_room/sync_depth_01441.png 518.8579,75,0.2403032,0.08658867,2.0518422,0.5074185
dining_room/rgb_01442.jpg dining_room/sync_depth_01442.png 518.8579,75,0.54152334,0.11672776,1.4748168,0.43247366
dining_room/rgb_01443.jpg dining_room/sync_depth_01443.png 518.8579,75,0.21643704,0.04055374,1.577055,0.49337143
dining_room/rgb_01444.jpg dining_room/sync_depth_01444.png 518.8579,75,0.37575266,0.16356608,1.3877374,0.4156647
dining_room/rgb_01445.jpg dining_room/sync_depth_01445.png 518.8579,75,0.26313636,0.10590167,1.8756913,0.51923364
dining_room/rgb_01446.jpg dining_room/sync_depth_01446.png 518.8579,75,0.24209875,0.09314297,0.6939143,0.17420915
dining_room/rgb_01447.jpg dining_room/sync_depth_01447.png 518.8579,75,0.35385606,0.08875096,1.7476264,0.3033449
dining_room/rgb_01448.jpg dining_room/sync_depth_01448.png 518.8579,75,0.20167342,0.06629842,1.1613942,0.32877174
foyer/rgb_00350.jpg foyer/sync_depth_00350.png 518.8579,75,0.4220923,0.09412298,1.6607578,0.5703468
foyer/rgb_00351.jpg foyer/sync_depth_00351.png 518.8579,75,0.43264052,0.11137036,3.4777455,0.55788887
home_office/rgb_00354.jpg home_office/sync_depth_00354.png 518.8579,75,0.3324583,0.075897135,3.2507052,0.66517293
home_office/rgb_00355.jpg home_office/sync_depth_00355.png 518.8579,75,0.39867675,0.1696923,1.8351165,0.50275654
home_office/rgb_00356.jpg home_office/sync_depth_00356.png 518.8579,75,0.20014808,0.067763485,1.7074485,0.51070195
home_office/rgb_00357.jpg home_office/sync_depth_00357.png 518.8579,75,0.3052689,0.082600236,1.738385,0.48626944
home_office/rgb_00358.jpg home_office/sync_depth_00358.png 518.8579,75,0.28108746,0.108197086,1.5506322,0.5640124
home_office/rgb_00359.jpg home_office/sync_depth_00359.png 518.8579,75,0.31204715,0.15023373,1.6244142,0.50028044
home_office/rgb_00360.jpg home_office/sync_depth_00360.png 518.8579,75,0.36387506,0.26719975,1.0479589,0.61121935
home_office/rgb_00361.jpg home_office/sync_depth_00361.png 518.8579,75,0.12655161,0.06509815,0.52749956,0.2933625
home_office/rgb_00362.jpg home_office/sync_depth_00362.png 518.8579,75,0.43470865,0.09867529,1.9571064,0.5384224
home_office/rgb_00363.jpg home_office/sync_depth_00363.png 518.8579,75,0.25115794,0.11746231,1.0628921,0.33294857
home_office/rgb_00383.jpg home_office/sync_depth_00383.png 518.8579,75,0.16321614,0.042912807,1.7023079,0.50189155
home_office/rgb_00384.jpg home_office/sync_depth_00384.png 518.8579,75,0.2395629,0.107232556,0.79480016,0.36422107
home_office/rgb_00385.jpg home_office/sync_depth_00385.png 518.8579,75,0.29306865,0.1272381,0.96814466,0.42807102
home_office/rgb_00386.jpg home_office/sync_depth_00386.png 518.8579,75,0.31196487,0.12194828,2.111204,0.5232179
home_office/rgb_00387.jpg home_office/sync_depth_00387.png 518.8579,75,0.24022684,0.07061512,0.8633677,0.28846446
home_office/rgb_00388.jpg home_office/sync_depth_00388.png 518.8579,75,0.15502547,0.07131077,0.6937035,0.33692664
home_office/rgb_00389.jpg home_office/sync_depth_00389.png 518.8579,75,0.31258786,0.16064397,0.70925313,0.17021686
home_office/rgb_00394.jpg home_office/sync_depth_00394.png 518.8579,75,0.4493426,0.1891468,0.67930907,0.30457988
home_office/rgb_00395.jpg home_office/sync_depth_00395.png 518.8579,75,0.50227565,0.1946103,1.7193974,0.5297248
home_office/rgb_00396.jpg home_office/sync_depth_00396.png 518.8579,75,0.48010108,0.16445298,1.6267552,0.48651904
home_office/rgb_00554.jpg home_office/sync_depth_00554.png 518.8579,75,0.26767296,0.089972906,1.7285348,0.559454
home_office/rgb_00555.jpg home_office/sync_depth_00555.png 518.8579,75,0.20838234,0.0777518,0.80641824,0.33742145
home_office/rgb_00556.jpg home_office/sync_depth_00556.png 518.8579,75,0.29189837,0.15114754,0.25635904,0.14474195
home_office/rgb_00557.jpg home_office/sync_depth_00557.png 518.8579,75,0.3075608,0.16120555,0.2956324,0.14069982
kitchen/rgb_00000.jpg kitchen/sync_depth_00000.png 518.8579,75,0.786173,0.26192066,2.0768309,0.62116224
kitchen/rgb_00001.jpg kitchen/sync_depth_00001.png 518.8579,75,0.32196912,0.17867881,0.6125575,0.31000733
kitchen/rgb_00124.jpg kitchen/sync_depth_00124.png 518.8579,75,0.2872399,0.10274661,0.089997396,0.042155836
kitchen/rgb_00125.jpg kitchen/sync_depth_00125.png 518.8579,75,0.32470322,0.14672913,0.12693173,0.064043656
kitchen/rgb_00126.jpg kitchen/sync_depth_00126.png 518.8579,75,0.22304785,0.15857758,0.47014475,0.19748136
kitchen/rgb_00127.jpg kitchen/sync_depth_00127.png 518.8579,75,0.38240117,0.3389037,0.59306157,0.48894307
kitchen/rgb_00128.jpg kitchen/sync_depth_00128.png 518.8579,75,0.29817593,0.22806655,0.29868037,0.18086395
kitchen/rgb_00130.jpg kitchen/sync_depth_00130.png 518.8579,75,0.101449415,0.04456878,1.0462497,0.41426128
kitchen/rgb_00131.jpg kitchen/sync_depth_00131.png 518.8579,75,0.098214455,0.065075085,0.31187758,0.18014996
kitchen/rgb_00132.jpg kitchen/sync_depth_00132.png 518.8579,75,0.1621236,0.10812087,0.1208072,0.06535896
kitchen/rgb_00133.jpg kitchen/sync_depth_00133.png 518.8579,75,0.10196755,0.03458249,0.3799093,0.22684714
kitchen/rgb_00136.jpg kitchen/sync_depth_00136.png 518.8579,75,0.29601124,0.14966436,0.78153425,0.39520788
kitchen/rgb_00193.jpg kitchen/sync_depth_00193.png 518.8579,75,0.093298964,0.05016253,0.4370959,0.2154696
kitchen/rgb_00194.jpg kitchen/sync_depth_00194.png 518.8579,75,0.3693859,0.31913486,0.19101912,0.13051267
kitchen/rgb_00195.jpg kitchen/sync_depth_00195.png 518.8579,75,0.24088106,0.17055795,0.18842785,0.08654512
kitchen/rgb_00196.jpg kitchen/sync_depth_00196.png 518.8579,75,0.29065463,0.28789103,0.13538909,0.11029604
kitchen/rgb_00197.jpg kitchen/sync_depth_00197.png 518.8579,75,0.21267585,0.15317762,0.18227443,0.10516562
kitchen/rgb_00199.jpg kitchen/sync_depth_00199.png 518.8579,75,0.38406792,0.23486924,0.45631266,0.1783214
kitchen/rgb_00200.jpg kitchen/sync_depth_00200.png 518.8579,75,0.8032185,0.26983142,2.7709203,0.6053145
kitchen/rgb_00201.jpg kitchen/sync_depth_00201.png 518.8579,75,0.4166118,0.18467003,0.752235,0.31613794
kitchen/rgb_00249.jpg kitchen/sync_depth_00249.png 518.8579,75,0.31880608,0.21464023,0.68877023,0.33629033
kitchen/rgb_00558.jpg kitchen/sync_depth_00558.png 518.8579,75,0.20902826,0.1167777,1.4974269,0.46746624
kitchen/rgb_00559.jpg kitchen/sync_depth_00559.png 518.8579,75,0.08746393,0.04577717,0.44506648,0.18503498
kitchen/rgb_00560.jpg kitchen/sync_depth_00560.png 518.8579,75,0.28234273,0.22865318,0.12199578,0.06757713
kitchen/rgb_00561.jpg kitchen/sync_depth_00561.png 518.8579,75,0.44255778,0.17013487,0.17044173,0.09460359
kitchen/rgb_00562.jpg kitchen/sync_depth_00562.png 518.8579,75,0.3189896,0.18930314,0.9660229,0.3540014
kitchen/rgb_00563.jpg kitchen/sync_depth_00563.png 518.8579,75,0.3945665,0.16520688,1.366911,0.47337317
kitchen/rgb_00564.jpg kitchen/sync_depth_00564.png 518.8579,75,0.25114194,0.06875893,1.339892,0.39012593
kitchen/rgb_00565.jpg kitchen/sync_depth_00565.png 518.8579,75,0.16497351,0.057608698,1.039893,0.42500496
kitchen/rgb_00566.jpg kitchen/sync_depth_00566.png 518.8579,75,0.1966225,0.074091114,1.839984,0.5890542
kitchen/rgb_00567.jpg kitchen/sync_depth_00567.png 518.8579,75,0.17809953,0.05584564,0.92179286,0.42514908
kitchen/rgb_00568.jpg kitchen/sync_depth_00568.png 518.8579,75,0.1698448,0.061964657,1.5391561,0.52014434
kitchen/rgb_00569.jpg kitchen/sync_depth_00569.png 518.8579,75,0.39974836,0.155637,1.2170223,0.4441005
kitchen/rgb_00570.jpg kitchen/sync_depth_00570.png 518.8579,75,0.17537063,0.08826173,1.0406674,0.4448505
kitchen/rgb_00198.jpg kitchen/sync_depth_00198.png 518.8579,75,0.20055231,0.081115946,0.46633956,0.26121506
kitchen/rgb_00758.jpg kitchen/sync_depth_00758.png 518.8579,75,0.19013646,0.091171525,0.8040922,0.40464878
kitchen/rgb_00776.jpg kitchen/sync_depth_00776.png 518.8579,75,0.3669137,0.13674487,0.8768756,0.32690245
kitchen/rgb_00811.jpg kitchen/sync_depth_00811.png 518.8579,75,0.46323588,0.17001027,0.7552766,0.2884037
kitchen/rgb_00844.jpg kitchen/sync_depth_00844.png 518.8579,75,0.29082188,0.11950234,0.87615675,0.36438593
kitchen/rgb_00759.jpg kitchen/sync_depth_00759.png 518.8579,75,0.26970544,0.10525365,1.8518,0.49591038
kitchen/rgb_00760.jpg kitchen/sync_depth_00760.png 518.8579,75,0.400672,0.18178391,0.56242085,0.18863308
kitchen/rgb_00761.jpg kitchen/sync_depth_00761.png 518.8579,75,0.33825585,0.08892555,1.477034,0.5182211
kitchen/rgb_00762.jpg kitchen/sync_depth_00762.png 518.8579,75,0.17079066,0.05519395,0.8398581,0.38569564
kitchen/rgb_00763.jpg kitchen/sync_depth_00763.png 518.8579,75,0.48617798,0.14448306,2.753339,0.49456078
kitchen/rgb_00764.jpg kitchen/sync_depth_00764.png 518.8579,75,0.16945681,0.10675221,0.19958223,0.10670086
kitchen/rgb_00765.jpg kitchen/sync_depth_00765.png 518.8579,75,0.2581096,0.086510174,1.2214766,0.4361802
kitchen/rgb_00766.jpg kitchen/sync_depth_00766.png 518.8579,75,0.24145149,0.07169184,1.1968267,0.3834308
